,Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime
4684,4943,Is there anything we can do for you?,Phoebe,neutral,neutral,504,3,8,9,"0:21:19,778","0:21:21,113"
4693,4952,Are you afraid youre gonna run out?!,Joey,anger,negative,504,12,8,9,"0:21:44,696","0:21:45,697"
4694,4953,Cut me a real piece!,Joey,anger,negative,504,13,8,9,"0:21:45,697","0:21:46,903"
4699,4958,"Umm, would you please excuse me for a moment?",Ross,neutral,neutral,505,4,7,2,"00:02:05,708","00:02:08,335"
4700,4959,"Umm, do you know each others hometowns?",Ross,neutral,neutral,505,5,7,2,"00:02:08,503","00:02:12,589"
4702,4961,"Well, umm, not much.",Phoebe,neutral,neutral,505,7,7,2,"00:02:15,135","00:02:19,721"
4703,4962,"But, I was just thinking that since those guys just got engaged that maybe it would be nice if they had some privacy, yknow?",Phoebe,neutral,neutral,505,8,7,2,"00:02:20,014","00:02:22,224"
4707,4966,"Phoebe, you said it was urgent!",Ross,anger,negative,505,12,7,2,"00:02:37,407","00:02:38,907"
4709,4968,Do you realize I have a classroom full of students?,Ross,anger,negative,505,14,7,2,"00:02:45,415","00:02:49,626"
4713,4972,"Without, without these arms, and your face, and this heart.",Ross,sadness,negative,506,2,3,16,"00:20:50,749","00:20:59,715"
4714,4973,"Your good heart Rach,  and, and....",Ross,sadness,negative,506,3,3,16,"00:20:59,883","00:21:02,009"
4715,4974,No.,Rachel,neutral,neutral,506,4,3,16,"00:21:06,515","00:21:07,932"
4716,4975,"I cant, youre a totally different person to me now.",Rachel,sadness,negative,506,5,3,16,"00:21:08,684","00:21:11,852"
4717,4976,"I used to think of you as somebody that would never, ever hurt me, ever.",Rachel,sadness,negative,506,6,3,16,"00:21:12,521","00:21:17,692"
4718,4977,"God, and now I just cant stop picturing with her, I cant,  it doesnt matter what you say, or what you do, Ross.",Rachel,sadness,negative,506,7,3,16,"00:21:20,654","00:21:26,867"
4719,4978,"Its just changed, everything.",Rachel,sadness,negative,506,8,3,16,"00:21:27,035","00:21:29,662"
4720,4979,Forever.,Rachel,sadness,negative,506,9,3,16,"00:21:32,124","00:21:33,749"
4729,4988,"Mon, I don't understand.",Rachel,neutral,neutral,507,6,1,22,"00:05:42,133","00:05:43,258"
4733,4992,Could tonight be the Night?,Rachel,joy,positive,507,10,1,22,"00:05:57,148","00:05:59,941"
4740,5000,Ross!,Joey,anger,negative,508,0,5,18,"00:16:23,565","00:16:24,983"
4741,5002,"Okay, Raymond, Joey you're up.",The Casting Director,neutral,neutral,508,2,5,18,"00:16:31,782","00:16:33,908"
4742,5003,Hi!,Joey,joy,positive,508,3,5,18,"00:16:38,122","00:16:39,956"
4743,5004,"Okay, uh well, let's try one. Whenever you guys are ready.",The Casting Director,neutral,neutral,508,4,5,18,"00:16:40,124","00:16:43,501"
4744,5005,Uh-oh.,Joey,fear,negative,508,5,5,18,"0:16:44,878","0:16:45,546"
4745,5006,Is there a problem?,The Casting Director,neutral,neutral,508,6,5,18,"0:16:45,546","0:16:47,018"
4746,5007,"Well this is noodle soup and uh, I've been working with tomato.",Joey,neutral,neutral,508,7,5,18,"00:16:47,131","00:16:50,925"
4747,5008,"But that's okay, no problem.",Joey,neutral,neutral,508,8,5,18,"0:16:51,552","0:16:53,114"
4748,5009,No problem.,Joey,neutral,neutral,508,9,5,18,"0:16:53,114","0:16:53,686"
4749,5010,"Hmm, noodle soup.",Joey,neutral,neutral,508,10,5,18,"00:16:53,804","00:16:56,014"
4750,5011,"Y'know, that's-that's fine, but the line is, ""Hmm, soup.""",The Casting Director,neutral,neutral,508,11,5,18,"00:16:56,181","00:16:59,559"
4751,5012,"Oh, what did I say?",Joey,surprise,negative,508,12,5,18,"0:16:59,727","0:17:00,859"
4752,5013,"Hmm, noodle soup.",The Casting Director,neutral,neutral,508,13,5,18,"0:17:00,859","0:17:02,736"
4753,5014,How's that different?  Oh! Yeah!,Joey,surprise,positive,508,14,5,18,"00:17:05,065","00:17:11,696"
4754,5015,"All right, let's try one.",The Casting Director,neutral,neutral,508,15,5,18,"00:17:12,656","00:17:15,074"
4755,5016,"Hmm, noodle soup.",Joey,neutral,neutral,508,16,5,18,"00:17:18,620","00:17:21,789"
4756,5017,Okay. Let's do it again.,The Casting Director,neutral,neutral,508,17,5,18,"0:17:24,835","0:17:26,546"
4757,5018,Okay.,Joey,neutral,neutral,508,18,5,18,"0:17:26,546","0:17:27,159"
4758,5019,"Hmm, soup.  I mean, noodle soup. I mean soup!",Joey,anger,negative,508,19,5,18,"00:17:33,635","00:17:35,678"
4759,5020,COME ON!!!!,Raymond,anger,negative,508,20,5,18,"00:17:35,846","00:17:36,846"
4760,5021,Y'know what? We need to move on.,The Casting Director,anger,negative,508,21,5,18,"00:17:39,725","00:17:42,018"
4764,5025,Give her some money.,Rachel,neutral,neutral,509,2,8,23,"0:01:17,232","0:01:18,454"
4765,5026,I really think theyre out of rooms.,Ross,neutral,neutral,509,3,8,23,"0:01:18,454","0:01:21,670"
4766,5027,"Theyre not!! Ross, theyre just saving them for the important people!! Okay?! What-what if I was the president?!",Rachel,anger,negative,509,4,8,23,"00:01:21,819","00:01:26,616"
4776,5039,Ow! Ow! Contraction.  Ow-ow! Ow-ow!,Rachel,surprise,negative,509,14,8,23,"0:01:57,407","0:01:57,545"
4779,5042,"I'm just sayin' if dogs do experience jet lag, then, because of the whole um, seven dog years to one human year thing, then, when a dog flies from New York to Los Angeles, he doesn't just lose three hours, he loses like a week and a half.",Ross,neutral,neutral,510,0,1,14,"00:11:16,592","00:11:28,395"
4780,5043,That's funny. Who are they?,Kristin,joy,positive,510,1,1,14,"00:11:36,153","00:11:56,256"
4782,5045,You mean they're lovers.,Kristin,surprise,positive,510,3,1,14,"00:12:07,059","00:12:08,768"
4783,5046,If you wanna put a label on it.,Ross,neutral,neutral,510,4,1,14,"00:12:09,019","00:12:11,104"
4786,5049,"Okay, quick and painful.",Ross,neutral,neutral,511,1,1,19,"0:09:53,231","0:09:55,353"
4787,5050,"Oh God... Okay. Alright. Alright. Okay. Ross, please don't hate me.",Rachel,fear,negative,511,2,1,19,"00:10:04,228","00:10:10,150"
4788,5051,"Oh, what? What-what?",Ross,surprise,negative,511,3,1,19,"00:10:11,193","00:10:12,235"
4789,5052,Y'know Marcel?,Rachel,neutral,neutral,511,4,1,19,"00:10:15,114","00:10:16,990"
4790,5053,...Yeah?,Ross,neutral,neutral,511,5,1,19,"00:10:17,783","00:10:20,201"
4791,5054,"Well, I kind of... I kind of lost him.",Rachel,sadness,negative,511,6,1,19,"00:10:17,783","00:10:23,997"
4792,5055,Hi Pheebs!,Rachel,joy,positive,512,0,7,15,"0:09:39,620","0:09:39,912"
4793,5056,Hi!,Phoebe,joy,positive,512,1,7,15,"0:09:39,912","0:09:40,330"
4794,5057,How are ya?,Rachel,neutral,neutral,512,2,7,15,"0:09:40,330","0:09:41,462"
4795,5058,Good.,Phoebe,neutral,neutral,512,3,7,15,"0:09:41,462","0:09:41,782"
4796,5059,"Umm Pheebs, remember when we were in the coffee house we decided that I was going to keep the uh, the cute guys cell phone?",Rachel,neutral,neutral,512,4,7,15,"00:09:41,831","00:09:47,887"
4797,5060,Yeah.,Phoebe,neutral,neutral,512,5,7,15,"00:09:48,045","00:09:50,585"
4798,5061,And remember how I said I was going to keep it in my purse so that if it rang I could just pick it up?,Rachel,neutral,neutral,512,6,7,15,"0:09:50,756","0:09:52,925"
4799,5062,Yeah!,Phoebe,joy,positive,512,7,7,15,"0:09:52,925","0:09:53,601"
4800,5063,And do you remember going into my purse and stealing the phone?!,Rachel,anger,negative,512,8,7,15,"00:09:53,718","00:09:58,138"
4801,5064,"Ooh, now you lost me.",Phoebe,fear,negative,512,9,7,15,"00:09:59,599","00:10:00,974"
4802,5065,You stole the phone!,Rachel,anger,negative,512,10,7,15,"0:10:01,142","0:10:02,853"
4803,5066,No I didnt!,Phoebe,anger,negative,512,11,7,15,"0:10:02,853","0:10:03,669"
4804,5067,"No? So youre saying that if I called it, it wouldnt ring?",Rachel,anger,negative,512,12,7,15,"00:10:03,769","00:10:06,813"
4805,5068,"No. Umm, okay. But while you dial, let me show you the features of my new ringing handbag.  Oh, it does work!",Phoebe,fear,negative,512,13,7,15,"00:10:06,981","00:10:13,194"
4806,5069,Phoebe!,Rachel,anger,negative,512,14,7,15,"00:10:18,075","00:10:20,076"
4807,5070,Its not here.,Tag,neutral,neutral,513,0,7,12,"00:12:59,487","00:13:00,862"
4808,5071,"Puzzler. A bit of a puzzle. Why dont you um, check the copy room, maybe you left the contracts in there?",Rachel,neutral,neutral,513,1,7,12,"00:13:02,114","00:13:12,999"
4809,5072,How could I have left them in the copy room?,Tag,neutral,neutral,513,2,7,12,"00:13:13,209","00:13:16,044"
4810,5073,I dont know Tag! How can your genitals make phone calls? Okay? Its not a perfect world! Just go please.,Rachel,anger,negative,513,3,7,12,"00:13:16,253","00:13:26,054"
4811,5074,Fine.,Tag,anger,negative,513,4,7,12,"00:13:24,178","00:13:26,054"
4812,5076,How ya doin'? Welcome. Good to see ya!,Joey,joy,positive,514,0,5,4,"00:07:20,982","00:07:23,817"
4813,5077,This will be your phone.,Stage Director,neutral,neutral,514,1,5,4,"00:07:24,777","00:07:26,403"
4814,5078,"That's great. But uh, I'm not really expecting a lot of calls.",Joey,neutral,neutral,514,2,5,4,"00:07:30,283","00:07:34,870"
4815,5079,No you answer it and take pledges.,Stage Director,neutral,neutral,514,3,5,4,"00:07:35,371","00:07:37,539"
4816,5080,But I'm the host!,Joey,surprise,negative,514,4,5,4,"00:07:37,707","00:07:39,040"
4817,5081,"No, Gary Collins is the host. You'll be answering the phones.",Stage Director,neutral,neutral,514,5,5,4,"00:07:39,208","00:07:43,086"
4818,5082,"You don't seem to understand. See, I was Dr. Drake Remoray.",Joey,neutral,neutral,514,6,5,4,"00:07:44,297","00:07:48,425"
4819,5083,"Well, here's your phone doctor.",Stage Director,neutral,neutral,514,7,5,4,"00:07:48,593","00:07:51,136"
4820,5084,Hey guys.,Gunther,neutral,neutral,515,0,3,11,"00:05:59,525","00:06:00,609"
4821,5085,Hey Gunther. Hi.  I mean youre going out on a date with the noisy guy upstairs?,Monica,surprise,negative,515,1,3,11,"00:05:59,525","00:06:04,696"
4822,5086,"Well, hes very charming.",Phoebe,neutral,neutral,515,2,3,11,"00:06:04,864","00:06:08,367"
4823,5087,"I know, hes too charming, but if you two start going out, then its just gonna make it so much harder for me to hate him.",Monica,disgust,negative,515,3,3,11,"00:06:08,534","00:06:11,953"
4824,5088,"Well, youre just gonna have to try.",Phoebe,neutral,neutral,515,4,3,11,"00:06:12,121","00:06:14,956"
4825,5089,"Joey, where are the",Monica,neutral,neutral,515,5,3,11,"00:06:15,375","00:06:18,126"
4826,5090,"I dont know, Chandler is supposed to be passin em around...",Joey,neutral,neutral,515,6,3,11,"00:06:18,294","00:06:21,296"
4827,5097,"Okay, ten blocks down. Five to go.",Chandler,anger,negative,516,0,8,10,"00:17:04,314","00:17:08,693"
4828,5098,Oh wait! Stop! Stop! Stop!,Monica,joy,positive,516,1,8,10,"0:17:08,861","0:17:13,741"
4829,5099,Oh Im sorry! Do you need a break?,Chandler,surprise,negative,516,2,8,10,"0:17:13,741","0:17:13,884"
4830,5100,My boots in tan! Hey! Can you get a little closer so I can see the price?,Monica,joy,positive,516,3,8,10,"00:17:14,992","00:17:18,161"
4831,5101,I can see it from right here. Itll cost you one husband.,Chandler,joy,positive,516,4,8,10,"00:17:18,328","00:17:22,832"
4832,5102,"Okay, Im sorry. I think I can walk the rest of the way now. Just-just give me my boots.",Monica,sadness,negative,516,5,8,10,"00:17:23,000","00:17:34,510"
4833,5103,Come on more!,Phoebe,anger,negative,517,0,8,14,"0:21:50,640","0:21:52,042"
4834,5104,Oh God!,Monica,joy,positive,517,1,8,14,"0:21:52,042","0:21:53,009"
4835,5105,"Yeah, you like that dont you?",Phoebe,neutral,neutral,517,2,8,14,"00:21:53,200","00:21:55,640"
4836,5106,Oh yeah right there!,Monica,joy,positive,517,3,8,14,"0:21:55,920","0:21:57,052"
4837,5107,You want it there? You take it there baby!,Phoebe,joy,positive,517,4,8,14,"0:21:57,052","0:22:00,294"
4844,5114,I talk to you and its nothin.,Joey,neutral,neutral,518,4,3,19,"00:19:25,747","00:19:28,207"
4849,5119,What?! What are you doing?!,Monica,surprise,negative,519,0,7,12,"00:15:11,452","00:15:14,162"
4850,5120,Do you know what just happened?,Chandler,anger,negative,519,1,7,12,"00:15:14,622","00:15:16,831"
4851,5121,Yeah. We-we had sex and then we fell asleep.,Monica,neutral,neutral,519,2,7,12,"00:15:18,000","00:15:21,836"
4852,5122,No. We were in the middle of sexand,Chandler,neutral,neutral,519,3,7,12,"00:15:23,797","00:15:27,258"
4853,5123,"Nooo! No, thats not true. No, best time ever! Yeah, you rocked my world!",Monica,joy,positive,519,4,7,12,"00:15:31,847","00:15:42,023"
4854,5124,"Don't worry, Chandler, it's not a globe of the United States.",Joey,neutral,neutral,520,0,7,8,"00:04:07,288","00:04:10,249"
4855,5125,Hey you guys I'm gonna go out and take a walk.,Phoebe,neutral,neutral,520,1,7,8,"00:04:17,966","00:04:20,592"
4856,5126,"Phoebe, why is your bag moving?",Ross,surprise,negative,520,2,7,8,"00:04:20,843","00:04:23,095"
4857,5127,"Oh, it's not!",Phoebe,neutral,neutral,520,3,7,8,"0:04:23,304","0:04:24,139"
4858,5128,"Seriously, it's moving!",Rachel,surprise,negative,520,4,7,8,"0:04:24,139","0:04:25,911"
4859,5129,What the hell is in there?,Joey,surprise,negative,520,5,7,8,"00:04:26,099","00:04:29,559"
4860,5130,It's just my knitting that's all!  Yes! I knit this. I'm very good.,Phoebe,neutral,neutral,520,6,7,8,"00:04:26,099","00:04:40,612"
4861,5131,There will come a time in each of your careers when youll have a chance to screw over another soap opera actor.,Joey,neutral,neutral,521,0,3,7,"00:19:55,444","00:20:02,491"
4862,5132,"I had such an opportunity in the recent, present.",Joey,neutral,neutral,521,1,3,7,"00:20:03,202","00:20:06,954"
4863,5133,"And Im ashamed to say that I took it, I advised a fellow actor to play a role, homosexually.",Joey,sadness,negative,521,2,3,7,"00:20:08,957","00:20:18,633"
4864,5134,"Yeah, we both auditioned for the part, and uh, as it turned out, they ah, they liked the stupid gay thing and cast him.",Joey,anger,negative,521,3,3,7,"00:20:24,723","00:20:32,980"
4872,5142,in Reservations at 8:00 by Neil Simon.  Thank-thank you Neil. Thank you for the words.,Phoebe,neutral,neutral,522,4,7,18,"00:21:29,913","00:21:37,545"
4873,5143,"Okay honey, you can finish this later were gonna be late. We gotta go.",Rachel,neutral,neutral,522,5,7,18,"00:21:38,088","00:21:40,840"
4874,5144,"Please, dont play the music. Just uh one more.",Phoebe,joy,positive,522,6,7,18,"00:21:41,008","00:21:43,342"
4880,5150,So what's it gonna be?,Joey,joy,positive,523,5,1,12,"00:09:51,299","00:09:52,757"
4885,5155,Hi Pheebs!,Ross,joy,positive,523,10,1,12,"0:10:08,370","0:10:08,454"
4886,5156,Pheebs!,Rachel,joy,positive,523,11,1,12,"0:10:08,454","0:10:09,653"
4891,5161,"Hey, Chandler, that table place closes at 7, come on.",Joey,neutral,neutral,523,16,1,12,"00:10:25,249","00:10:28,418"
4892,5162,Fine.,Chandler,neutral,neutral,523,17,1,12,"00:10:28,586","00:10:29,753"
4893,5163,"Phoebe, what is it?",Monica,neutral,neutral,523,18,1,12,"0:10:30,212","0:10:32,184"
4894,5164,"All right, you know Paolo?",Phoebe,neutral,neutral,523,19,1,12,"0:10:32,184","0:10:33,178"
4895,5165,"I'm familiar with his work, yes...",Ross,neutral,neutral,523,20,1,12,"00:10:34,383","00:10:38,053"
4896,5166,"Well, he made a move on me.",Phoebe,anger,negative,523,21,1,12,"00:10:39,263","00:10:40,513"
4897,5167,"Whoa, store will be open tomorrow!",Joey,surprise,positive,523,22,1,12,"0:10:40,681","0:10:42,225"
4898,5168,"More coffee over here, please!",Chandler,joy,positive,523,23,1,12,"0:10:42,225","0:10:43,830"
4899,5169,Hey.,Phoebe,neutral,neutral,524,0,3,10,"00:07:23,985","00:07:25,485"
4900,5170,"Hey. What, what are you doing here?",Joey,surprise,positive,524,1,3,10,"00:07:25,653","00:07:27,988"
4901,5171,"Well, I-I thought a lot about what you said, and um, I realilized duh, all right maybe I was a little judgmental.",Phoebe,sadness,negative,524,2,3,10,"00:07:28,156","00:07:34,578"
4902,5172,"Yeah,  oh, but oh...",Phoebe,neutral,neutral,524,3,3,10,"00:07:34,745","00:07:36,872"
4903,5173,"Look now, Phoebe remember, hey, their just fulfilling their Christmas....",Joey,neutral,neutral,524,4,3,10,"00:07:37,039","00:07:41,960"
4904,5174,Destiny.,Phoebe,neutral,neutral,524,5,3,10,"0:07:42,128","0:07:42,671"
4905,5175,Sure.,Joey,neutral,neutral,524,6,3,10,"0:07:42,671","0:07:43,047"
4906,5176,Yes.,Phoebe,neutral,neutral,524,7,3,10,"0:07:43,047","0:07:43,689"
4907,5177,All right.,Joey,neutral,neutral,524,8,3,10,"00:07:43,754","00:07:46,465"
4908,5178,Okay.  Yikes! That one doesnt look very fulfilled.,Phoebe,surprise,negative,524,9,3,10,"00:07:46,966","00:07:49,968"
4912,5182,"So, what happens to the old guys?",Phoebe,sadness,negative,524,13,3,10,"0:08:01,329","0:08:03,875"
4913,5183,"Well, they go into the chipper.",Joey,neutral,neutral,524,14,3,10,"00:08:04,358","00:08:05,859"
4914,5184,"Why, do I have a feeling thats not as happy as it sounds?  No! Nooooo!!!",Phoebe,fear,negative,524,15,3,10,"00:08:07,361","00:08:14,868"
4915,5185,Hey! Hey!!,Joey,surprise,negative,524,16,3,10,"00:08:21,626","00:08:23,418"
4920,5190,Shut up!,Monica and Phoebe,anger,negative,525,4,1,4,"00:16:49,133","00:16:50,633"
4921,5191,"So, whaddya think George is like?",Rachel,neutral,neutral,525,5,1,4,"00:16:55,931","00:16:59,267"
4922,5192,I think he's shy.,Monica,neutral,neutral,525,6,1,4,"0:16:59,435","0:17:00,478"
4923,5193,Yeah?,Phoebe,surprise,positive,525,7,1,4,"0:17:00,478","0:17:01,869"
4924,5194,Yeah. I think you have to draw him out. And then- when you do- he's a preppy animal.,Monica,neutral,neutral,525,8,1,4,"00:17:01,979","00:17:08,735"
4925,5195,"Hi! Hi, Im Ross, you dont know me, but Im a big, big fan of yours. I mean,",Ross,joy,positive,526,0,3,5,"00:19:49,396","00:19:56,944"
4926,5196,Arent you with that girl over there?,Isabella,neutral,neutral,526,1,3,5,"00:20:11,793","00:20:14,086"
4927,5197,"Well, yeah, kinda.",Ross,neutral,neutral,526,2,3,5,"00:20:18,759","00:20:20,259"
4928,5198,"Um, but thats okay, see we have an understanding, um, see we each have this list of five famous people,  so Im allowed to sleep with you.",Ross,neutral,neutral,526,3,3,5,"00:20:20,427","00:20:28,351"
4929,5199,"No, no, no, its flattery.",Ross,joy,positive,526,4,3,5,"00:20:31,396","00:20:34,148"
4930,5201,"Oh no, no, no, wait, wait, Isabella.",Ross,joy,positive,526,5,3,5,"00:20:36,652","00:20:40,821"
4931,5202,"Dont, dont just dismiss this so fast.",Ross,fear,negative,526,6,3,5,"00:20:40,989","00:20:42,865"
4932,5203,I mean this is a once in a lifetime opportunity...,Ross,neutral,neutral,526,7,3,5,"00:20:43,033","00:20:45,451"
4937,5208,Come on!,Isabella,joy,positive,526,12,3,5,"0:20:52,877","0:20:53,349"
4938,5209,"But, okay.",Ross,neutral,neutral,526,13,3,5,"00:20:53,460","00:20:55,086"
4939,5210,Im not on the list!,Isabella,surprise,negative,526,14,3,5,"00:20:55,837","00:20:57,171"
4940,5211,"Um, see, but thats not the final draft.",Ross,neutral,neutral,526,15,3,5,"00:20:57,339","00:20:59,840"
4941,5212,Its laminated!,Isabella,anger,negative,526,16,3,5,"00:21:00,342","00:21:02,301"
4942,5213,"Yeah, um, okay see, you were, you were on the list but my friend, Chandler  brought up the very good point that you are international, so I bumped you for Wynona Rider, local.",Ross,neutral,neutral,526,17,3,5,"00:21:03,262","00:21:09,433"
4945,5217,Were just gonna be friends.,Ross,neutral,neutral,526,20,3,5,"00:21:38,380","00:21:39,964"
4954,5226,"Oh Mon, listen I have to ask!",Rachel,surprise,positive,528,0,6,15,"00:17:08,068","00:17:20,288"
4958,5230,"Well, yknow its none of my business, but arent you married?",Monica,neutral,neutral,528,4,6,15,"00:17:29,715","00:17:39,098"
4959,5231,Yeah. Oh I just wish we could not be married for a little bit! Yknow I just wish we could be like on a break!,Rachel,anger,negative,528,5,6,15,"00:17:32,342","00:17:43,227"
4960,5232,Ross! I think she is trying to make something happen with you to get back at me!,Rachel,anger,negative,529,0,6,14,"00:17:44,772","00:17:48,232"
4961,5233,So thats the only reason she could be here huh?,Ross,neutral,neutral,529,1,6,14,"00:17:48,400","00:17:51,235"
4962,5234,It couldnt have anything to do with the fact that-that maybe Im a good listener and I uh I put on a,Ross,neutral,neutral,529,2,6,14,"00:17:51,403","00:18:06,000"
4963,5235,"Ross, I am telling you that she is using you to get back at me!",Rachel,anger,negative,529,3,6,14,"00:18:00,704","00:18:06,000"
4964,5237,"I think I can take care of myself, Ill talk to you later.",Ross,neutral,neutral,529,4,6,14,"0:18:06,168","0:18:09,640"
4965,5238,Good-bye.,Ross,neutral,neutral,529,5,6,14,"0:18:09,640","0:18:11,054"
4966,5239,Whoa!,Ross,surprise,positive,529,6,6,14,"00:18:12,091","00:18:13,716"
4967,5240,"Uh, that was your sister actually.",Ross,neutral,neutral,529,7,6,14,"00:18:14,885","00:18:18,679"
4968,5241,She-she thinks that youre just using me.,Ross,neutral,neutral,529,8,6,14,"00:18:18,847","00:18:21,182"
4969,5242,So?,Jill,neutral,neutral,529,9,6,14,"00:18:22,017","00:18:23,726"
4970,5243,Im sorry.,Phoebe,sadness,negative,530,0,3,25,"0:18:57,136","0:18:58,068"
4971,5244,What are you doing here?!,Phoebe Sr,surprise,negative,530,1,3,25,"0:18:58,068","0:18:59,697"
4972,5245,"I-I, came to fill your ice cube trays.",Phoebe,neutral,neutral,530,2,3,25,"00:19:00,180","00:19:03,850"
4973,5246,What?!,Phoebe Sr,surprise,negative,530,3,3,25,"00:19:05,102","00:19:06,561"
4978,5251,"Now, look I deserve to know where I came from.",Phoebe,anger,negative,530,8,3,25,"00:19:20,784","00:19:23,202"
4979,5252,All right?,Phoebe,anger,negative,530,9,3,25,"0:19:23,370","0:19:23,788"
4982,5255,"So, just tell me the truth!",Phoebe,anger,negative,530,12,3,25,"00:19:31,420","00:19:33,629"
4983,5256,"All right, the man in the picture is Chuck Magioni.",Phoebe Sr,neutral,neutral,530,13,3,25,"00:19:34,089","00:19:40,052"
4989,5262,I think that a person should know where they come from.,Phoebe Sr,neutral,neutral,530,19,3,25,"00:20:00,991","00:20:03,951"
4990,5263,"Wh-which is why I ah,  ahh,  okay.",Phoebe Sr,neutral,neutral,530,20,3,25,"00:20:04,620","00:20:14,629"
4991,5264,Im your mother.,Phoebe Sr,neutral,neutral,530,21,3,25,"00:20:15,672","00:20:17,340"
4992,5265,Heh?,Phoebe,surprise,negative,530,22,3,25,"00:20:20,177","00:20:21,677"
4993,5266,"Y'know I wanted to tell you yesterday, but I just, I kinda felt all floopy, and...",Phoebe Sr,sadness,negative,530,23,3,25,"00:20:22,512","00:20:27,642"
4994,5267,Whats happening to your accent?,A Student,surprise,negative,531,0,6,4,"00:20:01,742","00:20:04,327"
4995,5268,Come again?,Ross,surprise,negative,531,1,6,4,"0:20:07,164","0:20:07,976"
4996,5269,Whats-whats this nonsense?,Ross,fear,negative,531,2,6,4,"0:20:07,976","0:20:10,173"
4997,5270,"All right, Im-Im not English.",Ross,sadness,negative,531,3,6,4,"00:20:14,213","00:20:16,964"
4998,5271,Im from Long Island.,Ross,neutral,neutral,531,4,6,4,"00:20:18,592","00:20:20,927"
4999,5272,"I was really nervous and the accent just uh, just came out.",Ross,sadness,negative,531,5,6,4,"00:20:21,428","00:20:25,806"
5000,5273,Im sorry.,Ross,sadness,negative,531,6,6,4,"00:20:25,974","00:20:28,184"
5001,5274,"So, if we could just get back to the lecture.",Ross,neutral,neutral,531,7,6,4,"00:20:30,062","00:20:33,022"
5002,5275,"Umm, were there any questions?",Ross,neutral,neutral,531,8,6,4,"00:20:33,732","00:20:36,984"
5003,5276,About paleontology.,Ross,neutral,neutral,531,9,6,4,"00:20:39,696","00:20:41,322"
5004,5277,"All right, look I was just trying to make a good first impression.",Ross,anger,negative,531,10,6,4,"00:20:43,867","00:20:47,703"
5009,5282,"Well, hello Rachel!",Ross,surprise,positive,531,15,6,4,"00:21:16,024","00:21:17,775"
5012,5285,Oh. You mind if I join you?,Chandler,neutral,neutral,532,2,9,12,"00:10:37,303","00:10:39,304"
5013,5286,"Actually, that will be long. You know, I really need to organize    my thoughts.",Joey,neutral,neutral,532,3,9,12,"00:10:39,555","00:10:44,851"
5015,5288,"Allright, fine, I only have one thought! It's about the hot nanny,    I gotta see her!",Joey,joy,positive,532,5,9,12,"00:10:55,780","00:10:57,906"
5017,5290,Now YOU'RE telling me I can't see her??,Joey,anger,negative,532,7,9,12,"0:11:01,010","0:11:02,514"
5023,5296,Huh. Interesting. Now there are obstacles. Hot nanny and me against    the world. This is the kind of stuff great novels are made of.,Joey,anger,negative,532,13,9,12,"00:11:20,221","00:11:31,022"
5024,5297,Great novels?,Chandler,surprise,positive,532,14,9,12,"00:11:28,896","00:11:31,022"
5025,5298,Fine ... mediocre porn,Joey,neutral,neutral,532,15,9,12,"00:11:31,232","00:11:33,817"
5026,5299,"Okay, I think we can get the evaluation back before they see it, but were gonna have to get into Mr. Zelners office.",Rachel,neutral,neutral,533,0,7,9,"00:16:11,428","00:16:18,685"
5027,5300,"Now, he doesnt get in until 10, so hes no problem, but his assistant, Betty, she comes in early to eat her breakfast at her desk.",Rachel,neutral,neutral,533,1,7,9,"00:16:18,894","00:16:22,939"
5028,5301,Thats kinda sad.,Tag,sadness,negative,533,2,7,9,"00:16:23,148","00:16:26,401"
5029,5302,"Yeah, well Betty is kinda sad. Which is why I believe I can lure her away with these chocolates.  Now, while I distract her,",Rachel,neutral,neutral,533,3,7,9,"00:16:26,819","00:16:34,200"
5030,5303,Got it!,Tag,joy,positive,533,4,7,9,"0:16:34,410","0:16:34,962"
5031,5304,Lets roll!,Rachel,joy,positive,533,5,7,9,"0:16:34,962","0:16:35,840"
5032,5305,"Hello Rachel, you uh, got a minute?",Mr. Zelner,neutral,neutral,533,6,7,9,"00:16:37,496","00:16:39,706"
5033,5306,"Yeah, sure Mr. Zelner, for you anythingminute. Okay. Fine.  Abort the plan, abort the plan.",Rachel,neutral,neutral,533,7,7,9,"00:16:45,546","00:16:47,130"
5034,5307,"Uh actually, Id like to speak with both of you.",Mr. Zelner,neutral,neutral,533,8,7,9,"00:16:47,923","00:16:50,591"
5035,5308,"Okay. Uh, well can we, can we get you anything Mr. Zelner? Maybe some chocolates?",Rachel,neutral,neutral,533,9,7,9,"00:16:51,051","00:16:57,849"
5036,5309,"Cassie, are you finding everything okay in there?",Phoebe,neutral,neutral,534,0,7,19,"00:21:14,147","00:21:16,482"
5037,5310,Yeah! Thank you so much for letting me stay here.,Cassie,neutral,neutral,534,1,7,19,"00:21:16,650","00:21:19,443"
5038,5311,Oh! No problem! I,Phoebe,joy,positive,534,2,7,19,"00:21:19,611","00:21:21,821"
5039,5312,What?,Cassie,surprise,positive,534,3,7,19,"00:21:40,007","00:21:41,048"
5040,5313,You are iron.,Hoshi,neutral,neutral,535,0,3,24,"0:07:00,294","0:07:01,337"
5041,5314,You are steel!,Hoshi,joy,positive,535,1,3,24,"0:07:01,337","0:07:03,186"
